"date","open","high","low","close","volume","adjusted","Return","MA50","MA200","RSI","Volatility20","Drawdown","Upper","Lower","Middle","MACD","Signal"
2022-01-25,158.979995727539,162.759994506836,157.020004272461,159.779998779297,115798400,156.350784301758,-0.00486428500159064,NA,NA,14.1384602619195,NA,-0.122136126577951,NA,NA,NA,NA,NA
2022-01-26,163.5,164.389999389648,157.820007324219,159.690002441406,108275300,156.2626953125,-0.0113847072978592,NA,NA,14.0913073348916,NA,-0.122630584797866,NA,NA,NA,NA,NA
2022-01-27,162.449996948242,163.839996337891,158.279998779297,159.220001220703,121954600,155.802780151367,-0.000563251587045843,NA,NA,13.8318619095116,NA,-0.12521286728173,NA,NA,NA,NA,NA
2022-01-28,165.710006713867,170.350006103516,162.800003051758,170.330001831055,179935700,166.674346923828,-0.00294321005396425,NA,NA,41.3303151562538,NA,-0.064172259921378,NA,NA,NA,NA,NA
2022-01-31,170.160003662109,175,169.509994506836,174.779998779297,115541600,171.028823852539,0.0697776694207621,NA,NA,48.4292805782044,NA,-0.0397230698628889,183.040283975715,156.682715597039,169.861499786377,NA,NA
2022-02-01,174.009994506836,174.839996337891,172.309997558594,174.610000610352,86213900,170.862503051758,0.0261257376880439,NA,NA,48.1893961794635,0.0212027354041531,-0.040657074445472,181.662170608534,157.320829574571,169.491500091553,NA,NA
2022-02-02,174.75,175.880004882812,173.330001831055,175.839996337891,84914300,172.06608581543,-0.00097264086355775,NA,NA,50.1147484243032,0.0211994652569567,-0.0338992272686079,180.925805169664,157.671194952406,169.298500061035,NA,NA
2022-02-03,174.479995727539,176.240005493164,172.119995117188,172.899993896484,89418100,169.189163208008,0.00704424559440819,NA,NA,45.7394171612145,0.0211281957375357,-0.0500521997983435,180.66167549551,157.733324199314,169.197499847412,NA,NA
2022-02-04,171.679992675781,174.100006103516,170.679992675781,172.389999389648,82465400,168.905014038086,-0.0167197594553904,NA,NA,45.0053895428649,0.0206041402354497,-0.0528542135460929,180.70148550584,157.732514127949,169.216999816895,NA,NA
2022-02-07,172.860000610352,173.949996948242,170.949996948242,171.660003662109,77251200,168.189834594727,-0.00294965023041738,NA,NA,43.9189312940403,0.0202578507488836,-0.0568649588324549,180.651885089437,157.731115093668,169.191500091553,NA,NA
2022-02-08,171.729995727539,175.350006103516,171.429992675781,174.830001831055,74829200,171.295700073242,-0.00423455960394237,NA,NA,49.6079094789843,0.0202822007750233,-0.0394483429068594,180.978158590431,157.668841531639,169.323500061035,0.360644544855582,NA
2022-02-09,176.050003051758,176.649993896484,174.899993896484,176.279998779297,71285000,172.716415405273,0.0184667255115818,NA,NA,52.0061689373672,0.0206965781895944,-0.0314817641913827,181.167717229417,157.599282587477,169.383499908447,0.562239814659171,NA
2022-02-10,174.139999389648,175.479995727539,171.550003051758,172.119995117188,90865900,168.640502929688,0.00829375354948159,NA,NA,45.339326876132,0.0204404090399584,-0.054337672040735,180.732256999564,157.69374245112,169.212999725342,0.520351163411337,NA
2022-02-11,172.330001831055,173.080001831055,168.039993286133,168.639999389648,98670700,165.230850219727,-0.0235988409968036,NA,NA,40.6453024511566,0.0211292380762006,-0.0734574777248584,180.474923499495,157.596075646013,169.035499572754,0.320018816598377,NA
2022-02-14,167.369995117188,169.580001831055,166.559997558594,168.880004882812,86185500,165.466003417969,-0.0202184279936198,NA,NA,41.0982269364838,0.0211849678407465,-0.0721388386368547,180.114677129291,157.537321772076,168.825999450684,0.170312159008135,NA
2022-02-15,170.970001220703,172.949996948242,170.25,172.789993286133,62527400,169.296951293945,0.00142318248359041,NA,NA,48.0528189757804,0.0211465278179381,-0.0506565655676499,180.390303215564,157.560694709241,168.975498962402,0.233184652597673,NA
2022-02-16,171.850006103516,173.339996337891,170.050003051758,172.550003051758,61177400,169.061828613281,0.0231524650063428,NA,NA,47.6806941500734,0.021364692657743,-0.0519751208207571,180.734671507106,157.84832715012,169.291499328613,0.268524503704071,NA
2022-02-17,171.029998779297,171.910003662109,168.470001220703,168.880004882812,69589300,165.466003417969,-0.00138891280571773,NA,NA,42.2875804972095,0.0207371474768529,-0.0721388386368547,180.744612767465,158.275386927359,169.509999847412,0.122318850574543,NA
2022-02-18,169.820007324219,170.539993286133,166.190002441406,167.300003051758,82772700,163.91796875,-0.0212691863462006,NA,NA,40.1804647857193,0.0212194694697348,-0.0808196906710288,180.565246068852,158.943753564937,169.754499816895,-0.0676587989122956,0.276659522944066
2022-02-22,164.979995727539,166.690002441406,162.149993896484,164.320007324219,91162800,160.998184204102,-0.00935576613792177,NA,NA,36.4875986531645,0.0211120871496542,-0.09719239446465,180.352389237403,159.426611617089,169.889500427246,-0.356134948674403,0.150100628620372
2022-02-23,165.539993286133,166.149993896484,159.75,160.070007324219,90009200,156.83415222168,-0.0178122873471624,NA,NA,31.9741765703821,0.0215183017847085,-0.120542760533918,180.311463823451,159.496537885533,169.904000854492,-0.780561714929862,-0.0360318400896745
2022-02-24,152.580001831055,162.850006103516,152,162.740005493164,141147500,159.450103759766,-0.0258641663252507,NA,NA,37.2275298000117,0.022191501561566,-0.105873246498824,179.936869090053,160.176132924108,170.05650100708,-0.98015903942138,-0.224857279956016
2022-02-25,163.839996337891,165.119995117188,160.869995117188,164.850006103516,91974200,161.517517089844,0.0166801902091331,NA,NA,41.0987143086544,0.022488374575585,-0.0942804731675095,179.239701999806,161.436300502636,170.338001251221,-1.02580415724538,-0.385046655413889
2022-02-28,163.059997558594,165.419998168945,162.429992675781,165.119995117188,95056600,161.782028198242,0.0129654697009347,NA,NA,41.59504659685,0.0226157802338418,-0.092797098507764,179.265228562916,160.889773268139,170.077500915527,-1.03733214764029,-0.515503753859169
2022-03-01,164.699996948242,166.600006103516,161.970001220703,163.199996948242,83474400,159.900817871094,0.00163778588823549,NA,NA,39.0734864945872,0.016041171722776,-0.103345959707104,178.885230277345,160.111771370604,169.498500823975,-1.12681754463417,-0.63776651201417
2022-03-02,164.389999389648,167.360000610352,162.949996948242,166.559997558594,79724800,163.192901611328,-0.01162789623136,NA,NA,45.3205390374252,0.014801309340137,-0.0848854316495345,178.259195453467,159.932805889307,169.096000671387,-1.0233524593682,-0.714883701484976
2022-03-03,168.470001220703,168.910003662109,165.550003051758,166.229995727539,76678400,162.869567871094,0.0205882394190067,NA,NA,44.8343098802796,0.0157367072127404,-0.0866985289574536,177.309585920799,159.921415360939,168.615500640869,-0.946439518911724,-0.761194864970325
2022-03-04,164.490005493164,165.550003051758,162.100006103516,163.169998168945,83737200,159.87141418457,-0.00198127903393253,NA,NA,40.4957572547322,0.01558515355496,-0.103510779113743,176.898249033725,159.359752675259,168.129000854492,-1.02236763468153,-0.813429418912567
2022-03-07,163.360000610352,165.020004272461,159.039993286133,159.300003051758,96418800,156.079666137695,-0.0184082153476637,NA,NA,35.7800259452994,0.0156694920363483,-0.124773320919062,176.809663185334,158.139338889861,167.474501037598,-1.25759197069795,-0.902261929269643
2022-03-08,158.820007324219,162.880004882812,155.800003051758,157.440002441406,131148300,154.257247924805,-0.0237175654876243,NA,NA,33.7460322701614,0.0163548142038126,-0.134992543305125,176.851003836478,156.675998116647,166.763500976563,-1.5199334130135,-1.02579622601841
2022-03-09,161.479995727539,163.410003662109,159.410003662109,162.949996948242,91454900,159.655883789062,-0.0116760864703012,NA,NA,43.9170132825759,0.0164492740054706,-0.104719510652355,175.66903988842,156.669961576423,166.169500732422,-1.44151828920899,-1.10894063865653
2022-03-10,160.199996948242,160.389999389648,155.979995727539,158.520004272461,105342000,155.315460205078,0.0349974239163682,NA,NA,38.7644733585512,0.0179905092681412,-0.129058793161453,174.132805724156,156.430196290004,165.28150100708,-1.58017202028715,-1.20318691498265
2022-03-11,158.929992675781,159.279998779297,154.5,154.729995727539,96970100,151.60205078125,-0.0271862090134826,NA,NA,34.9829494109167,0.018522415240836,-0.149881872439001,173.805367143572,155.018634931624,164.412001037598,-1.85874501425733,-1.33429853483759
2022-03-14,151.449996948242,154.119995117188,150.100006103516,150.619995117188,108732100,147.575149536133,-0.0239087083192837,NA,NA,31.4051187064513,0.0185387965833811,-0.172463053332324,174.440630859333,152.581370788617,163.511000823975,-2.26332912294807,-1.52010465245968
2022-03-15,150.899993896484,155.570007324219,150.380004882812,155.089996337891,92964300,151.954788208008,-0.0265624036957177,167.636199951172,NA,38.7429825809773,0.0188616749666187,-0.147903955724444,174.045251630041,151.597749163416,162.821500396729,-2.3362154583999,-1.68332681364773
2022-03-16,157.050003051758,160,154.460006713867,159.589996337891,102300200,156.363784790039,0.0296773427540302,167.187799987793,NA,45.1090107387214,0.0204001477453816,-0.123180038709925,172.478697172051,151.844303926581,162.161500549316,-2.14277556554711,-1.7752165640276
2022-03-17,158.610000610352,161,157.630004882812,160.619995117188,75615400,157.372970581055,0.0290154110919956,166.806199951172,NA,46.4800112013564,0.0208488522646924,-0.117521015522283,170.725368388079,152.404631917097,161.565000152588,-1.91530533823249,-1.80323431886858
2022-03-18,160.509994506836,164.479995727539,159.759994506836,163.979995727539,123511700,160.665054321289,0.00645403097269415,166.587399902344,NA,50.7973156038965,0.0209692060761704,-0.0990604874647129,169.930274208296,152.709725181352,161.319999694824,-1.54773323527646,-1.75213410215016
2022-03-21,163.509994506836,166.350006103516,163.009994506836,165.380004882812,95811400,162.03678894043,0.0209189435468486,166.455,NA,52.5160917467651,0.021194375952182,-0.0913685518703691,169.605205168848,152.842794403906,161.223999786377,-1.17296519567882,-1.63630032085589
2022-03-22,165.509994506836,169.419998168945,164.910003662109,168.820007324219,81532000,165.407211303711,0.00853768259391607,166.388000183105,NA,56.5339384983569,0.0212122270539049,-0.0724684774501314,170.374520344377,152.523479228377,161.448999786377,-0.697065598456581,-1.44845337637603
2022-03-23,167.990005493164,172.639999389648,167.649993896484,170.210006713867,98062700,166.769104003906,0.0208005946295855,166.348400268555,NA,58.0775366387216,0.0212975570801795,-0.0648315375479316,171.631093853057,152.280905658662,161.955999755859,-0.250063963558445,-1.20877549381251
2022-03-24,171.059997558594,174.139999389648,170.210006713867,174.070007324219,90131400,170.55110168457,0.0082336176362019,166.328200378418,NA,62.1024165047292,0.0203288397437887,-0.0436239075998597,173.547501400643,151.497498294181,162.522499847412,0.287949376062646,-0.90943051983748
2022-03-25,173.880004882812,175.279998779297,172.75,174.720001220703,80546200,171.187957763672,0.0226778712067173,166.312000427246,NA,62.750943404818,0.0205797338013449,-0.0400527086761656,175.232743935886,150.799255270657,163.015999603271,0.733434210132233,-0.580857573843537
2022-03-28,172.169998168945,175.729995727539,172,175.600006103516,90371900,172.050186157227,0.00373409472703545,166.380200500488,NA,63.6576972480321,0.0204611414305978,-0.0352177825217151,176.91671949183,150.163280813346,163.540000152588,1.11246469058559,-0.242193120957712
2022-03-29,176.690002441406,179.009994506836,176.339996337891,178.960006713867,100589400,175.342224121094,0.00503665794794084,166.498000488281,NA,66.9644008791622,0.0204623830160436,-0.0167572544641453,179.294130442421,149.361870839317,164.328000640869,1.55186521516857,0.116618546267544
2022-03-30,178.550003051758,179.610000610352,176.699996948242,177.770004272461,92633200,174.176315307617,0.0191343991660846,166.657400512695,NA,64.7184306896524,0.0204389501819618,-0.0232953703771237,180.946817482655,148.83018447047,164.888500976563,1.81791993142324,0.456878823298683
2022-03-31,177.839996337891,178.029998779297,174.399993896484,174.610000610352,103049300,171.080184936523,-0.00664954401409301,166.825000610352,NA,59.054268135651,0.020239341823221,-0.040657074445472,181.911984759316,148.70301768209,165.307501220703,1.8556424816389,0.736631554966726
2022-04-01,174.029998779297,174.880004882812,171.940002441406,174.309997558594,78751300,170.786224365234,-0.0177757978633233,167.021000671387,NA,58.5305314826993,0.0207640286322391,-0.0423053523467525,182.886929980565,148.842072399806,165.864501190186,1.84921530301418,0.959148304576218
2022-04-04,174.570007324219,178.490005493164,174.440002441406,178.440002441406,76468400,174.832763671875,-0.00171813212707839,167.341600646973,NA,63.3494712421935,0.0202001828229416,-0.0196142639040385,184.403020017241,149.239982302095,166.821501159668,2.01359642830672,1.17003792932232
2022-04-05,177.5,178.300003051758,174.419998168945,175.059997558594,73401800,171.521072387695,0.0236934481134636,167.610400695801,NA,57.4641341704023,0.019611191220496,-0.0381846995109995,185.079992794471,150.325009036583,167.702500915527,1.96168857212309,1.32836805788247
2022-04-06,172.360000610352,173.630004882812,170.130004882812,171.830001831055,89058800,168.356384277344,-0.0189419683735007,167.851400756836,NA,52.4495026631648,0.0200164823392237,-0.0559309542498717,185.469280183407,150.823722135929,168.146501159668,1.74936338709708,1.41256712372539
2022-04-07,171.160003662109,173.360000610352,169.850006103516,172.139999389648,77594700,168.660110473633,-0.0184507927144119,168.100400695801,NA,52.8745513361402,0.0194315811383847,-0.0542277644913439,185.646518353953,152.008483477101,168.827500915527,1.57747078367267,1.44554785571485
2022-04-08,171.779998779297,171.779998779297,169.199996948242,170.089996337891,76575500,166.651565551758,0.00180409448460894,168.317800598145,NA,49.7100264687777,0.0181105507412326,-0.0654908990093818,185.122603053,154.06839883909,169.595500946045,1.33004705269382,1.42244769511064
2022-04-11,168.710006713867,169.029998779297,165.5,165.75,72246700,162.399261474609,-0.0119089291217988,168.226200561523,NA,43.7414044144529,0.0173083404317976,-0.0893357232985645,183.380636597444,157.323365782927,170.352001190186,0.919326604653947,1.3218234770193
2022-04-12,168.020004272461,169.869995117188,166.639999389648,167.660003662109,79265200,164.270690917969,-0.0255158823642341,168.08380065918,NA,46.7704934923294,0.0172095641998531,-0.0788417739564714,182.072340964263,159.88866214853,170.980501556396,0.675394290959885,1.19253763980742
2022-04-13,167.389999389648,171.039993286133,166.770004272461,170.399993896484,70618900,166.955307006836,0.0115234006763762,167.999600524902,NA,50.858147955721,0.0162902325476636,-0.0637877092508539,181.317889561676,161.724113306976,171.521001434326,0.604511059848334,1.0749323238156
2022-04-14,170.619995117188,171.270004272461,165.039993286133,165.289993286133,75329400,161.948577880859,0.0163425395116714,167.788600463867,NA,44.062274690565,0.0154942496741949,-0.0918630939251809,180.685326215882,162.823676469665,171.754501342773,0.302693955404409,0.920484650133365
2022-04-18,163.919998168945,166.600006103516,163.570007324219,165.070007324219,69023900,161.733032226562,-0.0299882675668158,167.632000732422,NA,43.7909881951838,0.0171681422188386,-0.093071741628897,180.560896357865,163.05710748735,171.809001922607,0.051594981753178,0.746706716457327
2022-04-19,165.020004272461,167.820007324219,163.910003662109,167.399993896484,67723800,164.015930175781,-0.00133090913454903,167.532200622559,NA,47.4793577101282,0.016558721288596,-0.0802703205938663,180.405666292359,163.414336454223,171.910001373291,-0.0362814406871803,0.590109085028426
2022-04-20,168.759994506836,168.880004882812,166.100006103516,167.229995727539,67929800,163.849349975586,0.0141151418724375,167.443600463867,NA,47.2358148544087,0.0167477744179334,-0.0812043251764494,180.468898733613,163.192102853301,171.830500793457,-0.112858878235056,0.44951549237573
2022-04-21,168.910003662109,171.529998779297,165.910003662109,166.419998168945,87227800,163.055725097656,-0.00101552075951949,167.275400390625,NA,46.0244273159224,0.0160691963838387,-0.0856546168254793,180.574520660158,162.707480072264,171.641000366211,-0.210040747769258,0.317604244346732
2022-04-22,166.460006713867,167.869995117188,161.5,161.789993286133,84882400,158.519332885742,-0.00484361406020395,166.985600280762,NA,39.7492868226959,0.0159672776016875,-0.111092807158695,180.851878825525,161.202120503088,171.026999664307,-0.504201623966538,0.153243070684078
2022-04-25,161.119995117188,163.169998168945,158.460006713867,162.880004882812,96046400,159.587295532227,-0.027821204985907,166.800800476074,NA,41.7624210167283,0.0160180166869253,-0.105104061322879,180.714758993159,160.155240701665,170.434999847412,-0.678289920583752,-0.013063527569488
2022-04-26,162.25,162.339996337891,156.720001220703,156.800003051758,95623200,153.630218505859,0.00673720033322422,166.564000549316,NA,34.7814545915653,0.0161035313880486,-0.138508830371572,181.070241227746,157.919758161902,169.494999694824,-1.10047096516298,-0.230545015088187
2022-04-27,155.910003662109,159.789993286133,155.380004882812,156.570007324219,88063200,153.404891967773,-0.0373281044252736,166.317800598145,NA,34.5462038746952,0.0176503425470942,-0.139772473767432,180.394938555867,156.356060894817,168.375499725342,-1.43370623767024,-0.471177259604597
2022-04-28,159.25,164.520004272461,158.929992675781,163.639999389648,130216800,160.331954956055,-0.00146680945830813,166.134800720215,NA,46.5205991284895,0.0167134937236053,-0.100928496629879,179.040190666365,156.297808296037,167.668999481201,-1.33659080137206,-0.64425996795809
2022-04-29,161.839996337891,166.199996948242,157.25,157.649993896484,131747600,154.463012695312,0.0451554687021853,165.836800537109,NA,39.8660985967487,0.0203189687893497,-0.133838807458657,178.520066028749,155.121932262266,166.820999145508,-1.53758822810481,-0.822925619987435
2022-05-02,156.710006713867,158.229995727539,153.270004272461,157.960006713867,123055300,154.76676940918,-0.0366047758219619,165.61840057373,NA,40.3417380532754,0.0214013085982293,-0.132135533865232,177.779804705501,154.227194501042,166.003499603271,-1.66420209333906,-0.99118091465776
2022-05-03,158.149993896484,160.710006713867,156.320007324219,159.479995727539,88966500,156.256042480469,0.00196646260314082,165.462000427246,NA,42.7334295022855,0.0214457560626195,-0.123784404479231,175.669850086618,154.441148448538,165.055499267578,-1.67087085009701,-1.12711890174561
2022-05-04,159.669998168945,166.479995727539,159.259994506836,166.020004272461,108256500,162.663803100586,0.00962261932810127,165.496000366211,NA,51.7048397338623,0.0206827018388549,-0.0878522648039224,174.195959417804,155.011039788739,164.603499603271,-1.33567172248598,-1.16882946589368
2022-05-05,163.850006103516,164.080001831055,154.949996948242,156.770004272461,130525300,153.600814819336,0.0410083315784322,165.430000305176,NA,41.74389352499,0.0228473823421517,-0.138673649778211,173.420009271746,154.280990178938,163.850499725342,-1.5125012855198,-1.23756382981891
2022-05-06,156.009994506836,159.440002441406,154.179992675781,157.279998779297,116124600,154.326934814453,-0.0557161773398073,165.320800170898,NA,42.4027331673635,0.0255812511161659,-0.135871636030461,172.286739988923,153.928259400725,163.107499694824,-1.61018563252734,-1.31208819036059
2022-05-09,154.929992675781,155.830001831055,151.490005493164,152.059997558594,131577900,149.204940795898,0.00325313831049967,165.065,NA,37.7027039765484,0.0256013837960248,-0.164551386474095,171.986902200568,152.425097311151,162.205999755859,-1.92948064520362,-1.4355666813292
2022-05-10,155.520004272461,156.740005493164,152.929992675781,154.509994506836,115366700,151.608917236328,-0.0331892247025516,164.852799987793,NA,41.0077772095639,0.026369722462076,-0.151090603977614,171.82910562746,151.458893334943,161.643999481201,-2.03845607295868,-1.55614455965509
2022-05-11,153.5,155.449996948242,145.809997558594,146.5,142689800,143.749328613281,0.0161120412177971,164.518800048828,NA,34.5534038440859,0.0263291613566533,-0.195099146082894,172.328597496839,148.843401099352,160.585999298096,-2.50715189083923,-1.74634602589192
2022-05-12,142.770004272461,146.199996948242,138.800003051758,142.559997558594,182602000,139.88330078125,-0.051841271060828,164.038800048828,NA,31.89421755225,0.0282126138136909,-0.216746322393634,172.455311944274,145.932687018128,159.193999481201,-3.05551127466246,-2.00817907564603
2022-05-13,144.589996337891,148.100006103516,143.110000610352,147.110000610352,113990900,144.347885131836,-0.0268942146171075,163.656400146484,NA,37.8432471038266,0.0280389248952015,-0.191747678423086,172.225217369192,144.344782325633,158.284999847412,-3.22465965504898,-2.25147519152662
2022-05-16,145.550003051758,147.520004272461,144.179992675781,145.539993286133,86643800,142.807342529297,0.0319164080364669,163.303800048828,NA,36.6535063460336,0.0289445997530036,-0.200373618600013,171.930237182711,142.686761108305,157.308499145508,-3.40630534754859,-2.48244122273101
2022-05-17,148.860000610352,149.770004272461,146.679992675781,149.240005493164,78336300,146.437881469727,-0.0106723357875391,163.102600097656,NA,41.3344484153359,0.0289507112965825,-0.18004499754238,170.65356382196,142.147435628724,156.400499725342,-3.32014935095147,-2.64998284837511
2022-05-18,146.850006103516,147.360000610352,139.899993896484,140.820007324219,109742900,138.175979614258,0.0254226492903362,162.770200195312,NA,34.9967456124825,0.0294674498235906,-0.226306183318247,169.955137723957,140.204862886394,155.080000305176,-3.65999055918795,-2.85198439053767
2022-05-19,139.880004882812,141.660003662109,136.600006103516,137.350006103516,136095600,134.771133422852,-0.0564191762196832,162.258200378418,NA,32.7669836552083,0.0315715681396566,-0.245371077145123,169.436956021373,137.816045382436,153.626500701904,-4.07796289708731,-3.0971800918476
2022-05-20,139.089996337891,140.699996948242,132.610000610352,137.589996337891,137426100,135.006622314453,-0.0246413935536441,161.839600219727,NA,33.0845291858147,0.0317744660928145,-0.244052521892016,169.215889864061,135.617111844924,152.416500854492,-4.35639113223157,-3.3490222999244
2022-05-23,137.789993286133,143.259994506836,137.649993896484,143.110000610352,117726300,140.423004150391,0.00174728957925296,161.607200317383,NA,40.0931190268326,0.0315431280161936,-0.213724493547102,167.972974090657,134.883027191081,151.428000640869,-4.23205336909266,-3.52562851375805
2022-05-24,140.809997558594,141.970001220703,137.330001831055,140.360000610352,104132700,137.724609375,0.0401192268288533,161.402000427246,NA,37.9600316948422,0.0331818749258814,-0.228833553944864,167.628393200383,133.583607837215,150.606000518799,-4.23847787873834,-3.66819838675411
2022-05-25,138.429992675781,141.789993286133,138.339996337891,140.520004272461,92482700,137.881637573242,-0.0192159876198134,161.110600585938,NA,38.1661643951478,0.0325201975759307,-0.227954461219528,167.136053993638,132.470946738784,149.803500366211,-4.18979099512907,-3.7725169084291
2022-05-26,137.389999389648,144.339996337891,137.139999389648,143.779998779297,90601500,141.080383300781,0.0011399519906925,160.794400634766,NA,42.3677438024231,0.0325403923975094,-0.210043387074017,165.102829580881,132.518171090506,148.810500335693,-3.92679368171993,-3.80337226308727
2022-05-27,145.389999389648,149.679992675781,145.259994506836,149.639999389648,90978500,146.830352783203,0.0231995047517575,160.574800720215,NA,49.0673344917517,0.0311018575311507,-0.177847349563937,164.199512210381,132.620489010323,148.410000610352,-3.35450952942316,-3.71359971635445
2022-05-31,149.070007324219,150.660003662109,146.839996337891,148.839996337891,103718400,146.045394897461,0.0407567162338531,160.272000732422,NA,48.2428280125785,0.0318937888291254,-0.18224272935572,163.128761592959,132.779238590146,147.954000091553,-2.91144510499451,-3.55316879408246
2022-06-01,149.899993896484,151.740005493164,147.679992675781,148.710006713867,74286600,145.917831420898,-0.00534618454304236,159.938600769043,NA,48.1013916836101,0.0318864361722724,-0.18295691883952,161.65130248388,133.179698797858,147.415500640869,-2.53802446899758,-3.35013992906548
2022-06-02,147.830001831055,151.270004272461,146.860000610352,151.210006713867,72348100,148.370849609375,-0.000873351432556735,159.586400756836,NA,51.0723630281876,0.0317628640339472,-0.16922140938701,158.255969549213,135.094031976666,146.675000762939,-2.08075305399957,-3.0962625540523
2022-06-03,146.899993896484,147.970001220703,144.460006713867,145.380004882812,88570300,142.650344848633,0.0168112426005753,159.089800720215,NA,44.6528084465284,0.0304309951465311,-0.201252627490452,156.725062971915,135.485938614999,146.105500793457,-2.0145567132747,-2.87992138589678
2022-06-06,147.029998779297,148.570007324219,144.899993896484,146.139999389648,71598400,143.396087646484,-0.038555661478719,158.531200561523,NA,45.6125278225955,0.0291160137674063,-0.197077062797451,154.852288331309,136.24471331664,145.548500823975,-1.89882576563782,-2.68370226184499
2022-06-07,144.350006103516,149,144.100006103516,148.710006713867,67808200,145.917831420898,0.00522764122513641,158.011000671387,NA,48.8429743133809,0.0291429472808705,-0.18295691883952,154.323447454258,136.438555109218,145.381001281738,-1.64714814767699,-2.47639143901139
2022-06-08,148.580001831055,149.869995117188,147.460006713867,147.960006713867,53950200,145.181945800781,0.0175859267479974,157.458200683594,NA,47.9479288096572,0.0286051015553124,-0.187077571675274,153.066046462359,137.040957321821,145.05350189209,-1.47174085821107,-2.27546132285133
2022-06-09,147.080001831055,147.949996948242,142.529998779297,142.639999389648,69473000,139.961822509766,-0.00504337278017264,156.731800537109,NA,42.0601738586898,0.0283397961298488,-0.216306776030966,152.910247320532,136.810756402612,144.860501861572,-1.60618438674001,-2.14160593562906
2022-06-10,140.279998779297,140.759994506836,137.059997558594,137.130004882812,91437900,134.555267333984,-0.0359557115626985,155.919000549316,NA,36.9934387797919,0.0270564032664082,-0.246579808683736,153.272158707289,135.905845748278,144.589002227783,-1.99638245717131,-2.11256123993751
2022-06-13,132.869995117188,135.199996948242,131.440002441406,131.880004882812,122207100,129.403854370117,-0.0386286773023907,155.064400634766,NA,32.923766254038,0.0277657637657494,-0.275424378534008,154.030948667211,133.624056215602,143.827502441406,-2.57579330955759,-2.20520765386153
2022-06-14,133.130004882812,133.889999389648,131.479995727539,132.759994506836,84784300,130.267303466797,-0.0382848378404602,154.23340057373,NA,34.2298367290943,0.0277468505436362,-0.270589536214454,154.430764400858,131.946240604025,143.188502502441,-2.96078495492493,-2.35632311407421
2022-06-15,134.289993286133,137.339996337891,132.160003662109,135.429992675781,91533000,132.887161254883,0.00667265386292182,153.373200378418,NA,38.1640429843719,0.027833831025726,-0.25592002217936,153.864445690192,131.131558032953,142.498001861572,-3.08427259784166,-2.5019130108277
